"filename", "language", "Rust", "Markdown", "TOML", "MS SQL", "Shell Script", "comment", "blank", "total"
"/Users/johnsonnifemi/Tradstry/backend/src/models/analytics/performance.rs", "Rust", 24, 0, 0, 0, 0, 8, 8, 40
"/Users/johnsonnifemi/Tradstry/backend/src/models/analytics/risk.rs", "Rust", 22, 0, 0, 0, 0, 7, 7, 36
"/Users/johnsonnifemi/Tradstry/backend/src/models/analytics/time_series.rs", "Rust", 21, 0, 0, 0, 0, 6, 7, 34
"/Users/johnsonnifemi/Tradstry/backend/src/models/images/image.rs", "Rust", 322, 0, 0, 0, 0, 18, 43, 383
"/Users/johnsonnifemi/Tradstry/backend/src/models/images/mod.rs", "Rust", 2, 0, 0, 0, 0, 0, 2, 4
"/Users/johnsonnifemi/Tradstry/backend/src/models/init.rs", "Rust", 0, 0, 0, 0, 0, 0, 1, 1
"/Users/johnsonnifemi/Tradstry/backend/src/models/markets/mod.rs", "Rust", 0, 0, 0, 0, 0, 0, 1, 1
"/Users/johnsonnifemi/Tradstry/backend/src/models/mod.rs", "Rust", 9, 0, 0, 0, 0, 0, 3, 12
"/Users/johnsonnifemi/Tradstry/backend/src/models/notebook/calendar.rs", "Rust", 143, 0, 0, 0, 0, 0, 13, 156
"/Users/johnsonnifemi/Tradstry/backend/src/models/notebook/mod.rs", "Rust", 10, 0, 0, 0, 0, 0, 4, 14
"/Users/johnsonnifemi/Tradstry/backend/src/models/notebook/notebook.rs", "Rust", 0, 0, 0, 0, 0, 0, 1, 1
"/Users/johnsonnifemi/Tradstry/backend/src/models/notebook/notebook_note.rs", "Rust", 160, 0, 0, 0, 0, 0, 21, 181
"/Users/johnsonnifemi/Tradstry/backend/src/models/notebook/reminder.rs", "Rust", 114, 0, 0, 0, 0, 3, 17, 134
"/Users/johnsonnifemi/Tradstry/backend/src/models/notebook/tag.rs", "Rust", 108, 0, 0, 0, 0, 1, 16, 125
"/Users/johnsonnifemi/Tradstry/backend/src/models/notebook/template.rs", "Rust", 82, 0, 0, 0, 0, 0, 12, 94
"/Users/johnsonnifemi/Tradstry/backend/src/models/notes/mod.rs", "Rust", 2, 0, 0, 0, 0, 1, 2, 5
"/Users/johnsonnifemi/Tradstry/backend/src/models/notes/trade_notes.rs", "Rust", 552, 0, 0, 0, 0, 39, 83, 674
"/Users/johnsonnifemi/Tradstry/backend/src/models/options/mod.rs", "Rust", 2, 0, 0, 0, 0, 0, 3, 5
"/Users/johnsonnifemi/Tradstry/backend/src/models/options/option_trade.rs", "Rust", 1101, 0, 0, 0, 0, 50, 148, 1299
"/Users/johnsonnifemi/Tradstry/backend/src/models/playbook/mod.rs", "Rust", 2, 0, 0, 0, 0, 0, 2, 4
"/Users/johnsonnifemi/Tradstry/backend/src/models/playbook/playbook_setup.rs", "Rust", 704, 0, 0, 0, 0, 49, 116, 869
"/Users/johnsonnifemi/Tradstry/backend/src/models/stock/mod.rs", "Rust", 1, 0, 0, 0, 0, 0, 2, 3
"/Users/johnsonnifemi/Tradstry/backend/src/models/stock/stocks.rs", "Rust", 1126, 0, 0, 0, 0, 53, 134, 1313
"/Users/johnsonnifemi/Tradstry/backend/src/models/tags/mod.rs", "Rust", 4, 0, 0, 0, 0, 0, 3, 7
"/Users/johnsonnifemi/Tradstry/backend/src/models/tags/tag.rs", "Rust", 251, 0, 0, 0, 0, 16, 43, 310
"/Users/johnsonnifemi/Tradstry/backend/src/models/tags/trade_tag_association.rs", "Rust", 149, 0, 0, 0, 0, 2, 25, 176
"/Users/johnsonnifemi/Tradstry/backend/src/routes/ai_chat.rs", "Rust", 329, 0, 0, 0, 0, 17, 47, 393
"/Users/johnsonnifemi/Tradstry/backend/src/routes/ai_insights.rs", "Rust", 410, 0, 0, 0, 0, 23, 54, 487
"/Users/johnsonnifemi/Tradstry/backend/src/routes/ai_reports.rs", "Rust", 258, 0, 0, 0, 0, 16, 38, 312
"/Users/johnsonnifemi/Tradstry/backend/src/routes/analytics.rs", "Rust", 398, 0, 0, 0, 0, 50, 65, 513
"/Users/johnsonnifemi/Tradstry/backend/src/routes/images.rs", "Rust", 630, 0, 0, 0, 0, 58, 82, 770
"/Users/johnsonnifemi/Tradstry/backend/src/routes/market.rs", "Rust", 288, 0, 0, 0, 0, 0, 49, 337
"/Users/johnsonnifemi/Tradstry/backend/src/routes/mod.rs", "Rust", 29, 0, 0, 0, 0, 0, 2, 31
"/Users/johnsonnifemi/Tradstry/backend/src/routes/notebook.rs", "Rust", 787, 0, 0, 0, 0, 39, 96, 922
"/Users/johnsonnifemi/Tradstry/backend/src/routes/options.rs", "Rust", 818, 0, 0, 0, 0, 50, 106, 974
"/Users/johnsonnifemi/Tradstry/backend/src/routes/playbook.rs", "Rust", 789, 0, 0, 0, 0, 41, 94, 924
"/Users/johnsonnifemi/Tradstry/backend/src/routes/push.rs", "Rust", 51, 0, 0, 0, 0, 1, 9, 61
"/Users/johnsonnifemi/Tradstry/backend/src/routes/stocks.rs", "Rust", 1004, 0, 0, 0, 0, 143, 130, 1277
"/Users/johnsonnifemi/Tradstry/backend/src/routes/trade_notes.rs", "Rust", 725, 0, 0, 0, 0, 76, 95, 896
"/Users/johnsonnifemi/Tradstry/backend/src/routes/trade_tags.rs", "Rust", 669, 0, 0, 0, 0, 26, 68, 763
"/Users/johnsonnifemi/Tradstry/backend/src/routes/user.rs", "Rust", 866, 0, 0, 0, 0, 83, 102, 1051
"/Users/johnsonnifemi/Tradstry/backend/src/routes/watchlist_price.rs", "Rust", 558, 0, 0, 0, 0, 58, 76, 692
"/Users/johnsonnifemi/Tradstry/backend/src/service/README.md", "Markdown", 0, 88, 0, 0, 0, 0, 29, 117
"/Users/johnsonnifemi/Tradstry/backend/src/service/account_deletion.rs", "Rust", 193, 0, 0, 0, 0, 35, 41, 269
"/Users/johnsonnifemi/Tradstry/backend/src/service/ai_service/chat_service.rs", "Rust", 748, 0, 0, 0, 0, 72, 132, 952
"/Users/johnsonnifemi/Tradstry/backend/src/service/ai_service/data_formatter.rs", "Rust", 420, 0, 0, 0, 0, 23, 56, 499
"/Users/johnsonnifemi/Tradstry/backend/src/service/ai_service/hybrid_search_service.rs", "Rust", 311, 0, 0, 0, 0, 36, 55, 402
"/Users/johnsonnifemi/Tradstry/backend/src/service/ai_service/insights_service.rs", "Rust", 815, 0, 0, 0, 0, 57, 111, 983
"/Users/johnsonnifemi/Tradstry/backend/src/service/ai_service/mod.rs", "Rust", 23, 0, 0, 0, 0, 2, 2, 27
"/Users/johnsonnifemi/Tradstry/backend/src/service/ai_service/notes_service.rs", "Rust", 117, 0, 0, 0, 0, 11, 26, 154
"/Users/johnsonnifemi/Tradstry/backend/src/service/ai_service/openrouter_client.rs", "Rust", 399, 0, 0, 0, 0, 26, 65, 490
"/Users/johnsonnifemi/Tradstry/backend/src/service/ai_service/qdrant_client.rs", "Rust", 220, 0, 0, 0, 0, 12, 47, 279
"/Users/johnsonnifemi/Tradstry/backend/src/service/ai_service/reports_service.rs", "Rust", 711, 0, 0, 0, 0, 47, 104, 862
"/Users/johnsonnifemi/Tradstry/backend/src/service/ai_service/upstash_search_client.rs", "Rust", 409, 0, 0, 0, 0, 37, 74, 520
"/Users/johnsonnifemi/Tradstry/backend/src/service/ai_service/upstash_vector_client.rs", "Rust", 403, 0, 0, 0, 0, 32, 64, 499
"/Users/johnsonnifemi/Tradstry/backend/src/service/ai_service/vectorization_service.rs", "Rust", 329, 0, 0, 0, 0, 39, 59, 427
"/Users/johnsonnifemi/Tradstry/backend/src/service/ai_service/voyager_client.rs", "Rust", 213, 0, 0, 0, 0, 14, 47, 274
"/Users/johnsonnifemi/Tradstry/backend/src/service/analytics_engine/core_metrics.rs", "Rust", 868, 0, 0, 0, 0, 48, 95, 1011
"/Users/johnsonnifemi/Tradstry/backend/src/service/analytics_engine/grouping.rs", "Rust", 2478, 0, 0, 0, 0, 105, 331, 2914
"/Users/johnsonnifemi/Tradstry/backend/src/service/analytics_engine/mod.rs", "Rust", 89, 0, 0, 0, 0, 13, 16, 118
"/Users/johnsonnifemi/Tradstry/backend/src/service/analytics_engine/performance_metrics.rs", "Rust", 1641, 0, 0, 0, 0, 72, 215, 1928
"/Users/johnsonnifemi/Tradstry/backend/src/service/analytics_engine/playbook_analytics.rs", "Rust", 567, 0, 0, 0, 0, 29, 76, 672
"/Users/johnsonnifemi/Tradstry/backend/src/service/analytics_engine/risk_metrics.rs", "Rust", 352, 0, 0, 0, 0, 23, 64, 439
"/Users/johnsonnifemi/Tradstry/backend/src/service/analytics_engine/time_series.rs", "Rust", 647, 0, 0, 0, 0, 45, 111, 803
"/Users/johnsonnifemi/Tradstry/backend/src/service/cache_service.rs", "Rust", 403, 0, 0, 0, 0, 66, 72, 541
"/Users/johnsonnifemi/Tradstry/backend/src/service/calendar_service.rs", "Rust", 234, 0, 0, 0, 0, 20, 37, 291
"/Users/johnsonnifemi/Tradstry/backend/src/service/holidays_service.rs", "Rust", 91, 0, 0, 0, 0, 4, 19, 114
"/Users/johnsonnifemi/Tradstry/backend/src/service/image_upload.rs", "Rust", 261, 0, 0, 0, 0, 21, 42, 324
"/Users/johnsonnifemi/Tradstry/backend/src/service/market_engine/client.rs", "Rust", 62, 0, 0, 0, 0, 5, 12, 79
"/Users/johnsonnifemi/Tradstry/backend/src/service/market_engine/earnings_transcripts.rs", "Rust", 59, 0, 0, 0, 0, 0, 11, 70
"/Users/johnsonnifemi/Tradstry/backend/src/service/market_engine/financials.rs", "Rust", 40, 0, 0, 0, 0, 0, 9, 49
"/Users/johnsonnifemi/Tradstry/backend/src/service/market_engine/health.rs", "Rust", 12, 0, 0, 0, 0, 0, 5, 17
"/Users/johnsonnifemi/Tradstry/backend/src/service/market_engine/historical.rs", "Rust", 65, 0, 0, 0, 0, 5, 12, 82
"/Users/johnsonnifemi/Tradstry/backend/src/service/market_engine/holders.rs", "Rust", 78, 0, 0, 0, 0, 0, 10, 88
"/Users/johnsonnifemi/Tradstry/backend/src/service/market_engine/hours.rs", "Rust", 14, 0, 0, 0, 0, 0, 5, 19
"/Users/johnsonnifemi/Tradstry/backend/src/service/market_engine/indicators.rs", "Rust", 30, 0, 0, 0, 0, 0, 6, 36
"/Users/johnsonnifemi/Tradstry/backend/src/service/market_engine/indices.rs", "Rust", 16, 0, 0, 0, 0, 0, 5, 21
"/Users/johnsonnifemi/Tradstry/backend/src/service/market_engine/mod.rs", "Rust", 16, 0, 0, 0, 0, 1, 2, 19
"/Users/johnsonnifemi/Tradstry/backend/src/service/market_engine/movers.rs", "Rust", 58, 0, 0, 0, 0, 5, 10, 73
"/Users/johnsonnifemi/Tradstry/backend/src/service/market_engine/news.rs", "Rust", 20, 0, 0, 0, 0, 0, 5, 25
"/Users/johnsonnifemi/Tradstry/backend/src/service/market_engine/quotes.rs", "Rust", 101, 0, 0, 0, 0, 5, 11, 117
"/Users/johnsonnifemi/Tradstry/backend/src/service/market_engine/search.rs", "Rust", 26, 0, 0, 0, 0, 2, 8, 36
"/Users/johnsonnifemi/Tradstry/backend/src/service/market_engine/sectors.rs", "Rust", 22, 0, 0, 0, 0, 0, 5, 27
"/Users/johnsonnifemi/Tradstry/backend/src/service/market_engine/watchlist_price.rs", "Rust", 675, 0, 0, 0, 0, 80, 128, 883
"/Users/johnsonnifemi/Tradstry/backend/src/service/market_engine/ws_proxy.rs", "Rust", 262, 0, 0, 0, 0, 23, 45, 330
"/Users/johnsonnifemi/Tradstry/backend/src/service/mod.rs", "Rust", 12, 0, 0, 0, 0, 1, 2, 15
"/Users/johnsonnifemi/Tradstry/backend/src/service/notifications/mod.rs", "Rust", 2, 0, 0, 0, 0, 0, 2, 4
"/Users/johnsonnifemi/Tradstry/backend/src/service/notifications/price_alert.rs", "Rust", 107, 0, 0, 0, 0, 12, 21, 140
"/Users/johnsonnifemi/Tradstry/backend/src/service/notifications/push.rs", "Rust", 135, 0, 0, 0, 0, 15, 29, 179
"/Users/johnsonnifemi/Tradstry/backend/src/service/rate_limiter.rs", "Rust", 81, 0, 0, 0, 0, 25, 21, 127
"/Users/johnsonnifemi/Tradstry/backend/src/service/storage_quota.rs", "Rust", 177, 0, 0, 0, 0, 21, 38, 236
"/Users/johnsonnifemi/Tradstry/backend/src/service/trade_notes_service.rs", "Rust", 151, 0, 0, 0, 0, 19, 26, 196
"/Users/johnsonnifemi/Tradstry/backend/src/turso/auth.rs", "Rust", 175, 0, 0, 0, 0, 27, 48, 250
"/Users/johnsonnifemi/Tradstry/backend/src/turso/client.rs", "Rust", 387, 0, 0, 0, 0, 53, 91, 531
"/Users/johnsonnifemi/Tradstry/backend/src/turso/config.rs", "Rust", 202, 0, 0, 0, 0, 30, 24, 256
"/Users/johnsonnifemi/Tradstry/backend/src/turso/jwt_cache.rs", "Rust", 241, 0, 0, 0, 0, 30, 51, 322
"/Users/johnsonnifemi/Tradstry/backend/src/turso/mod.rs", "Rust", 163, 0, 0, 0, 0, 24, 35, 222
"/Users/johnsonnifemi/Tradstry/backend/src/turso/redis.rs", "Rust", 182, 0, 0, 0, 0, 17, 32, 231
"/Users/johnsonnifemi/Tradstry/backend/src/turso/schema.rs", "Rust", 1449, 0, 0, 0, 0, 78, 95, 1622
"/Users/johnsonnifemi/Tradstry/backend/src/turso/vector_config.rs", "Rust", 215, 0, 0, 0, 0, 14, 24, 253
"/Users/johnsonnifemi/Tradstry/backend/src/turso/webhook.rs", "Rust", 142, 0, 0, 0, 0, 17, 30, 189
"/Users/johnsonnifemi/Tradstry/backend/src/websocket/broadcast.rs", "Rust", 82, 0, 0, 0, 0, 5, 12, 99
"/Users/johnsonnifemi/Tradstry/backend/src/websocket/manager.rs", "Rust", 68, 0, 0, 0, 0, 8, 10, 86
"/Users/johnsonnifemi/Tradstry/backend/src/websocket/messages.rs", "Rust", 74, 0, 0, 0, 0, 11, 16, 101
"/Users/johnsonnifemi/Tradstry/backend/src/websocket/mod.rs", "Rust", 8, 0, 0, 0, 0, 1, 3, 12
"/Users/johnsonnifemi/Tradstry/backend/src/websocket/server.rs", "Rust", 141, 0, 0, 0, 0, 16, 21, 178
"Total", "-", 34257, 5255, 41, 2913, 61, 3883, 6448, 52858